0.238	2.04723e-306	-1.58594
0.239	2.04723e-306	-1.586
0.24	2.04723e-306	-1.58607
0.241	2.04723e-306	-1.58613
0.242	2.04723e-306	-1.5862
0.243	2.04723e-306	-1.58626
0.244	2.04723e-306	-1.58633
0.245	2.04723e-306	-1.58639
0.246	2.04723e-306	-1.58645
0.247	2.04723e-306	-1.58652
0.248	2.04723e-306	-1.58658
0.249	2.04723e-306	-1.58665
0.25	2.04723e-306	-1.58671
0.251	2.04723e-306	-1.58678
0.252	2.04723e-306	-1.58684
0.253	2.04723e-306	-1.5869
0.254	2.04723e-306	-1.58697
0.255	2.04723e-306	-1.58703
0.256	2.04723e-306	-1.5871
0.257	2.04723e-306	-1.58716
0.258	2.04723e-306	-1.58723
0.259	2.04723e-306	-1.58729
0.26	2.04723e-306	-1.58736
0.261	2.04723e-306	-1.58742
0.262	2.04723e-306	-1.58748
0.263	2.04723e-306	-1.58755
0.264	2.04723e-306	-1.58761
0.265	2.04723e-306	-1.58768
0.266	2.04723e-306	-1.58774
0.267	2.04723e-306	-1.58781
0.268	2.04723e-306	-1.58787
0.269	2.04723e-306	-1.58794
0.27	2.04723e-306	-1.588
0.271	2.04723e-306	-1.58806
0.272	2.04723e-306	-1.58813
0.273	2.04723e-306	-1.58819
0.274	2.04723e-306	-1.58826
0.275	2.04723e-306	-1.58832
0.276	2.04723e-306	-1.58839
0.277	2.04723e-306	-1.58845
0.278	2.04723e-306	-1.58852
0.279	2.04723e-306	-1.58858
0.28	2.04723e-306	-1.58865
0.281	2.04723e-306	-1.58871
0.282	2.04723e-306	-1.58877
0.283	2.04723e-306	-1.58884
0.284	2.04723e-306	-1.5889
0.285	2.04723e-306	-1.58897
0.286	2.04723e-306	-1.58903
0.287	2.04723e-306	-1.5891
0.288	2.04723e-306	-1.58916
0.289	2.04723e-306	-1.58923
0.29	2.04723e-306	-1.58929
0.291	2.04723e-306	-1.58936
0.292	2.04723e-306	-1.58942
0.293	2.04723e-306	-1.58948
0.294	2.04723e-306	-1.58955
0.295	2.04723e-306	-1.58961
0.296	2.04723e-306	-1.58968
0.297	2.04723e-306	-1.58974
0.298	2.04723e-306	-1.58981
0.299	2.04723e-306	-1.58987
0.3	2.04723e-306	-1.58994
0.301	2.04723e-306	-1.59
0.302	2.04723e-306	-1.59007
0.303	2.04723e-306	-1.59013
0.304	2.04723e-306	-1.5902
0.305	2.04723e-306	-1.59026
0.306	2.04723e-306	-1.59033
0.307	2.04723e-306	-1.59039
0.308	2.04723e-306	-1.59045
0.309	2.04723e-306	-1.59052
0.31	2.04723e-306	-1.59058
0.311	2.04723e-306	-1.59065
0.312	2.04723e-306	-1.59071
0.313	2.04723e-306	-1.59078
0.314	2.04723e-306	-1.59084
0.315	2.04723e-306	-1.59091
0.316	2.04723e-306	-1.59097
0.317	2.04723e-306	-1.59104
0.318	2.04723e-306	-1.5911
0.319	2.04723e-306	-1.59117
0.32	2.04723e-306	-1.59123
0.321	2.04723e-306	-1.5913
0.322	2.04723e-306	-1.59136
0.323	2.04723e-306	-1.59143
0.324	2.04723e-306	-1.59149
0.325	2.04723e-306	-1.59156
0.326	2.04723e-306	-1.59162
0.327	2.04723e-306	-1.59169
0.328	2.04723e-306	-1.59175
0.329	2.04723e-306	-1.59181
0.33	2.04723e-306	-1.59188
0.331	2.04723e-306	-1.59194
0.332	2.04723e-306	-1.59201
0.333	2.04723e-306	-1.59207
0.334	2.04723e-306	-1.59214
0.335	2.04723e-306	-1.5922
0.336	2.04723e-306	-1.59227
0.337	2.04723e-306	-1.59233
0.338	2.04723e-306	-1.5924
0.339	2.04723e-306	-1.59246
0.34	2.04723e-306	-1.59253
0.341	2.04723e-306	-1.59259
0.342	2.04723e-306	-1.59266
0.343	2.04723e-306	-1.59272
0.344	2.04723e-306	-1.59279
0.345	2.04723e-306	-1.59285
0.346	2.04723e-306	-1.59292
0.347	2.04723e-306	-1.59298
0.348	2.04723e-306	-1.59305
0.349	2.04723e-306	-1.59311
0.35	2.04723e-306	-1.59318
0.351	2.04723e-306	-1.59324
0.352	2.04723e-306	-1.59331
0.353	2.04723e-306	-1.59337
0.354	2.04723e-306	-1.59344
0.355	2.04723e-306	-1.5935
0.356	2.04723e-306	-1.59357
0.357	2.04723e-306	-1.59363
0.358	2.04723e-306	-1.5937
0.359	2.04723e-306	-1.59376
0.36	2.04723e-306	-1.59383
0.361	2.04723e-306	-1.59389
0.362	2.04723e-306	-1.59396
0.363	2.04723e-306	-1.59402
0.364	2.04723e-306	-1.59409
0.365	2.04723e-306	-1.59415
0.366	2.04723e-306	-1.59422
0.367	2.04723e-306	-1.59428
0.368	2.04723e-306	-1.59435
0.369	2.04723e-306	-1.59441
0.37	2.04723e-306	-1.59448
0.371	2.04723e-306	-1.59454
0.372	2.04723e-306	-1.59461
0.373	2.04723e-306	-1.59467
0.374	2.04723e-306	-1.59474
0.375	2.04723e-306	-1.59481
0.376	2.04723e-306	-1.59487
0.377	2.04723e-306	-1.59494
0.378	2.04723e-306	-1.595
0.379	2.04723e-306	-1.59507
0.38	2.04723e-306	-1.59513
0.381	2.04723e-306	-1.5952
0.382	2.04723e-306	-1.59526
0.383	2.04723e-306	-1.59533
0.384	2.04723e-306	-1.59539
0.385	2.04723e-306	-1.59546
0.386	2.04723e-306	-1.59552
0.387	2.04723e-306	-1.59559
0.388	2.04723e-306	-1.59565
0.389	2.04723e-306	-1.59572
0.39	2.04723e-306	-1.59578
0.391	2.04723e-306	-1.59585
0.392	2.04723e-306	-1.59591
0.393	2.04723e-306	-1.59598
0.394	2.04723e-306	-1.59604
0.395	2.04723e-306	-1.59611
0.396	2.04723e-306	-1.59617
0.397	2.04723e-306	-1.59624
0.398	2.04723e-306	-1.5963
0.399	2.04723e-306	-1.59637
0.4	2.04723e-306	-1.59643
0.401	2.04723e-306	-1.5965
0.402	2.04723e-306	-1.59656
0.403	2.04723e-306	-1.59663
0.404	2.04723e-306	-1.59669
0.405	2.04723e-306	-1.59676
0.406	2.04723e-306	-1.59683
0.407	2.04723e-306	-1.59689
0.408	2.04723e-306	-1.59696
0.409	2.04723e-306	-1.59702
0.41	2.04723e-306	-1.59709
0.411	2.04723e-306	-1.59715
0.412	2.04723e-306	-1.59722
0.413	2.04723e-306	-1.59728
0.414	2.04723e-306	-1.59735
0.415	2.04723e-306	-1.59741
0.416	2.04723e-306	-1.59748
0.417	2.04723e-306	-1.59754
0.418	2.04723e-306	-1.59761
0.419	2.04723e-306	-1.59767
0.42	2.04723e-306	-1.59774
0.421	2.04723e-306	-1.5978
0.422	2.04723e-306	-1.59787
0.423	2.04723e-306	-1.59794
0.424	2.04723e-306	-1.598
0.425	2.04723e-306	-1.59807
0.426	2.04723e-306	-1.59813
0.427	2.04723e-306	-1.5982
0.428	2.04723e-306	-1.59826
0.429	2.04723e-306	-1.59833
0.43	2.04723e-306	-1.59839
0.431	2.04723e-306	-1.59846
0.432	2.04723e-306	-1.59852
0.433	2.04723e-306	-1.59859
0.434	2.04723e-306	-1.59865
0.435	2.04723e-306	-1.59872
0.436	2.04723e-306	-1.59879
0.437	2.04723e-306	-1.59885
0.438	2.04723e-306	-1.59892
0.439	2.04723e-306	-1.59898
0.44	2.04723e-306	-1.59905
0.441	2.04723e-306	-1.59911
0.442	2.04723e-306	-1.59918
0.443	2.04723e-306	-1.59924
0.444	2.04723e-306	-1.59931
0.445	2.04723e-306	-1.59938
0.446	2.04723e-306	-1.59944
0.447	2.04723e-306	-1.59951
0.448	2.04723e-306	-1.59957
0.449	2.04723e-306	-1.59964
0.45	2.04723e-306	-1.5997
0.451	2.04723e-306	-1.59977
0.452	2.04723e-306	-1.59983
0.453	2.04723e-306	-1.5999
0.454	2.04723e-306	-1.59997
0.455	2.04723e-306	-1.60003
0.456	2.04723e-306	-1.6001
0.457	2.04723e-306	-1.60016
0.458	2.04723e-306	-1.60023
0.459	2.04723e-306	-1.60029
0.46	2.04723e-306	-1.60036
0.461	2.04723e-306	-1.60042
0.462	2.04723e-306	-1.60049
0.463	2.04723e-306	-1.60056
0.464	2.04723e-306	-1.60062
0.465	2.04723e-306	-1.60069
0.466	2.04723e-306	-1.60075
0.467	2.04723e-306	-1.60082
0.468	2.04723e-306	-1.60088
0.469	2.04723e-306	-1.60095
0.47	2.04723e-306	-1.60102
0.471	2.04723e-306	-1.60108
0.472	2.04723e-306	-1.60115
