0.146	1.18132e-311	-nan	3.13543e-310	0.566549	-0.0120003	0.651945	0.124963	-0.0266001	0.698375	0.124963	-0.0266001	0.698375	1	1
0.147	1.18132e-311	-nan	3.13543e-310	0.566549	-0.0120004	0.651944	0.124963	-0.0266001	0.698375	0.124963	-0.0266002	0.698375	1	1
0.148	1.18132e-311	-nan	3.13543e-310	0.566304	-0.0120501	0.651692	0.124963	-0.0266001	0.698375	0.124974	-0.0266034	0.698374	1	1
0.149	1.18132e-311	-nan	3.13543e-310	0.566038	-0.0120885	0.651441	0.124963	-0.0266001	0.698375	0.124964	-0.0266048	0.698378	1	1
0.15	1.18132e-311	-nan	3.13543e-310	0.565783	-0.0121272	0.651184	0.124963	-0.0266	0.698375	0.124968	-0.0266057	0.698379	1	1
0.151	1.18132e-311	-nan	3.13543e-310	0.565515	-0.0121629	0.650927	0.124964	-0.0265999	0.698375	0.124959	-0.0266065	0.698382	1	1
0.152	1.18132e-311	-nan	3.13543e-310	0.565254	-0.0121936	0.65066	0.124964	-0.0265998	0.698374	0.124962	-0.0266058	0.698383	1	1
0.153	1.18132e-311	-nan	3.13543e-310	0.564985	-0.0122247	0.650389	0.124964	-0.0265997	0.698374	0.124955	-0.0266058	0.698385	1	1
0.154	1.18132e-311	-nan	3.13543e-310	0.56472	-0.0122502	0.650109	0.124964	-0.0265996	0.698374	0.124957	-0.026604	0.698385	1	1
0.155	1.18132e-311	-nan	3.13543e-310	0.564451	-0.0122777	0.649825	0.124965	-0.0265994	0.698374	0.124954	-0.0266032	0.698385	1	1
0.156	1.18132e-311	-nan	3.13543e-310	0.564183	-0.0123003	0.649534	0.124965	-0.0265993	0.698373	0.124957	-0.026601	0.698384	1	1
0.157	1.18132e-311	-nan	3.13543e-310	0.563913	-0.0123251	0.64924	0.124966	-0.0265991	0.698373	0.124958	-0.0265998	0.698383	1	1
0.158	1.18132e-311	-nan	3.13543e-310	0.563644	-0.012347	0.648941	0.124966	-0.0265989	0.698373	0.124962	-0.0265975	0.698381	1	1
0.159	1.18132e-311	-nan	3.13543e-310	0.563374	-0.012371	0.648641	0.124967	-0.0265987	0.698372	0.124965	-0.0265961	0.698379	1	1
0.16	1.18132e-311	-nan	3.13543e-310	0.563105	-0.0123931	0.648339	0.124968	-0.0265984	0.698372	0.124971	-0.026594	0.698376	1	1
0.161	1.18132e-311	-nan	3.13543e-310	0.562835	-0.0124171	0.648037	0.124968	-0.0265982	0.698371	0.124976	-0.0265928	0.698373	1	1
0.162	1.18132e-311	-nan	3.13543e-310	0.562565	-0.0124402	0.647733	0.124969	-0.0265979	0.698371	0.124983	-0.026591	0.69837	1	1
0.163	1.18132e-311	-nan	3.13543e-310	0.562295	-0.0124649	0.64743	0.12497	-0.0265976	0.69837	0.12499	-0.02659	0.698366	1	1
0.164	1.18132e-311	-nan	3.13543e-310	0.562025	-0.012489	0.647127	0.124971	-0.0265973	0.69837	0.124999	-0.0265886	0.698362	1	1
0.165	1.18132e-311	-nan	3.13543e-310	0.561756	-0.0125145	0.646824	0.124972	-0.026597	0.698369	0.125008	-0.0265879	0.698358	1	1
0.166	1.18132e-311	-nan	3.13543e-310	0.561487	-0.0125397	0.646521	0.124973	-0.0265966	0.698368	0.125018	-0.0265868	0.698354	1	1
0.167	1.18132e-311	-nan	3.13543e-310	0.561218	-0.012566	0.646217	0.124974	-0.0265963	0.698368	0.125029	-0.0265863	0.698349	1	1
0.168	1.18132e-311	-nan	3.13543e-310	0.560948	-0.0125921	0.645913	0.124975	-0.0265959	0.698367	0.125042	-0.0265856	0.698344	1	1
0.169	1.18132e-311	-nan	3.13543e-310	0.56068	-0.0126188	0.645608	0.124976	-0.0265955	0.698366	0.125054	-0.0265853	0.698338	1	1
