0.263	0.566544	-0.0119994	0.65196	0.566544	-0.0119994	0.65196	0.124957	-0.0265999	0.698377	0.124957	-0.0265999	0.698377
0.264	0.566544	-0.0119993	0.65196	0.566544	-0.0119994	0.65196	0.124957	-0.0266	0.698377	0.124957	-0.0265999	0.698377
0.265	0.566543	-0.011999	0.65196	0.566566	-0.0119987	0.651889	0.124956	-0.0266001	0.698377	0.124985	-0.0265998	0.698366
0.266	0.566543	-0.0119985	0.65196	0.566574	-0.0119985	0.651861	0.124956	-0.0266003	0.698377	0.124996	-0.0265998	0.698362
0.267	0.566542	-0.0119978	0.65196	0.566588	-0.0119973	0.651815	0.124956	-0.0266006	0.698377	0.125015	-0.0265996	0.698354
0.268	0.566541	-0.011997	0.65196	0.566598	-0.0119967	0.651783	0.124956	-0.026601	0.698377	0.125028	-0.0265994	0.698349
0.269	0.56654	-0.0119959	0.65196	0.566609	-0.0119952	0.651747	0.124955	-0.0266014	0.698376	0.125042	-0.0265991	0.698343
0.27	0.566539	-0.0119946	0.65196	0.566619	-0.0119942	0.651716	0.124955	-0.026602	0.698376	0.125055	-0.0265989	0.698338
0.271	0.566537	-0.0119932	0.65196	0.566628	-0.0119931	0.651684	0.124954	-0.0266026	0.698375	0.125068	-0.0265987	0.698333
0.272	0.566535	-0.0119915	0.65196	0.566637	-0.0119919	0.651655	0.124953	-0.0266033	0.698375	0.125081	-0.0265984	0.698328
0.273	0.566533	-0.0119897	0.65196	0.566646	-0.0119906	0.651626	0.124952	-0.026604	0.698374	0.125093	-0.0265982	0.698324
0.274	0.566531	-0.0119876	0.65196	0.566655	-0.0119893	0.651597	0.124952	-0.0266049	0.698373	0.125105	-0.0265979	0.698319
0.275	0.566529	-0.0119854	0.65196	0.566664	-0.011988	0.651569	0.124951	-0.0266058	0.698373	0.125117	-0.0265976	0.698314
0.276	0.566526	-0.011983	0.65196	0.566672	-0.0119865	0.651541	0.12495	-0.0266069	0.698372	0.125129	-0.0265973	0.69831
0.277	0.566523	-0.0119804	0.65196	0.566681	-0.0119853	0.651513	0.124948	-0.026608	0.698371	0.125141	-0.0265971	0.698305
0.278	0.56652	-0.0119776	0.65196	0.566689	-0.0119839	0.651486	0.124947	-0.0266092	0.69837	0.125153	-0.0265968	0.698301
0.279	0.566517	-0.0119746	0.65196	0.566698	-0.0119825	0.651458	0.124946	-0.0266104	0.698369	0.125165	-0.0265965	0.698296
0.28	0.566513	-0.0119714	0.65196	0.566706	-0.011981	0.651431	0.124945	-0.0266118	0.698368	0.125177	-0.0265962	0.698291
0.281	0.56651	-0.011968	0.65196	0.566714	-0.0119795	0.651403	0.124943	-0.0266132	0.698367	0.125189	-0.0265959	0.698287
0.282	0.566506	-0.0119644	0.65196	0.566723	-0.0119778	0.651375	0.124942	-0.0266147	0.698366	0.125201	-0.0265956	0.698282
0.283	0.566502	-0.0119606	0.65196	0.566731	-0.0119761	0.651348	0.12494	-0.0266163	0.698364	0.125214	-0.0265952	0.698278
0.284	0.566497	-0.0119567	0.65196	0.56674	-0.0119743	0.65132	0.124938	-0.026618	0.698363	0.125226	-0.0265948	0.698273
0.285	0.566493	-0.0119525	0.65196	0.566748	-0.0119722	0.651292	0.124936	-0.0266198	0.698362	0.125239	-0.0265944	0.698268
0.286	0.566488	-0.0119482	0.65196	0.566757	-0.0119703	0.651264	0.124935	-0.0266216	0.69836	0.125252	-0.026594	0.698264
0.287	0.566483	-0.0119436	0.651959	0.566765	-0.0119681	0.651235	0.124933	-0.0266235	0.698359	0.125264	-0.0265936	0.698259
0.288	0.566478	-0.0119389	0.651959	0.566773	-0.0119659	0.651207	0.124931	-0.0266255	0.698357	0.125277	-0.0265931	0.698254
0.289	0.566473	-0.011934	0.651959	0.566781	-0.0119632	0.651179	0.124929	-0.0266276	0.698355	0.125289	-0.0265926	0.69825
0.29	0.566467	-0.0119289	0.651959	0.566789	-0.0119607	0.651152	0.124926	-0.0266297	0.698354	0.125302	-0.0265921	0.698245
0.291	0.566462	-0.0119236	0.651959	0.566797	-0.0119578	0.651124	0.124924	-0.026632	0.698352	0.125314	-0.0265915	0.69824
0.292	0.566456	-0.0119181	0.651959	0.566804	-0.0119548	0.651097	0.124922	-0.0266343	0.69835	0.125327	-0.0265909	0.698236
0.293	0.566449	-0.0119124	0.651959	0.566812	-0.0119517	0.65107	0.124919	-0.0266367	0.698348	0.125339	-0.0265903	0.698231
