0.317	0.567271	-0.0123887	0.645291	0.567271	-0.0123887	0.645291	-0.0075531	-0.00193548	0.00795913	-1.59104	-0.00730467	1.58895	0.00480413
0.318	0.567271	-0.0123886	0.645291	0.567273	-0.0123898	0.645269	-0.00759816	-0.00194144	0.00800562	-1.5911	-0.00732875	1.589	0.00481677
0.319	0.567271	-0.0123884	0.645291	0.567275	-0.012391	0.645248	-0.00764132	-0.00194716	0.00804996	-1.59116	-0.00735164	1.58906	0.00482893
0.32	0.567271	-0.012388	0.645291	0.567277	-0.0123922	0.645227	-0.00768256	-0.00195265	0.00809216	-1.59122	-0.00737357	1.58911	0.00484085
0.321	0.567271	-0.0123875	0.645291	0.567279	-0.0123932	0.645208	-0.00772166	-0.00195789	0.00813246	-1.59128	-0.00739455	1.58916	0.00485253
0.322	0.567271	-0.0123868	0.645291	0.567281	-0.0123942	0.645189	-0.00775886	-0.0019629	0.00817084	-1.59134	-0.00741482	1.58921	0.00486422
0.323	0.567271	-0.012386	0.645291	0.567283	-0.0123951	0.645171	-0.00779414	-0.00196767	0.00820732	-1.59139	-0.00743437	1.58925	0.0048759
0.324	0.567271	-0.012385	0.645291	0.567284	-0.0123958	0.645154	-0.00782752	-0.00197244	0.00824213	-1.59144	-0.0074532	1.5893	0.00488758
0.325	0.567271	-0.0123839	0.645291	0.567286	-0.0123966	0.645138	-0.00785923	-0.00197697	0.00827503	-1.59149	-0.00747132	1.58934	0.00489926
0.326	0.567271	-0.0123826	0.645291	0.567288	-0.0123972	0.645122	-0.00788903	-0.00198126	0.00830626	-1.59153	-0.00748873	1.58938	0.00491095
0.327	0.567271	-0.0123812	0.645291	0.567289	-0.0123978	0.645107	-0.00791717	-0.00198531	0.00833583	-1.59158	-0.00750542	1.58942	0.00492263
0.328	0.567271	-0.0123797	0.645291	0.56729	-0.0123982	0.645093	-0.00794339	-0.00198936	0.00836372	-1.59162	-0.00752139	1.58945	0.00493431
0.329	0.567271	-0.0123779	0.645291	0.567292	-0.0123985	0.64508	-0.00796795	-0.00199318	0.00838995	-1.59166	-0.00753689	1.58949	0.00494599
0.33	0.567271	-0.0123761	0.645291	0.567293	-0.0123988	0.645067	-0.00799084	-0.00199676	0.00841451	-1.5917	-0.00755167	1.58952	0.00495768
0.331	0.567271	-0.0123741	0.645291	0.567294	-0.012399	0.645054	-0.00801206	-0.00200009	0.0084374	-1.59173	-0.00756574	1.58956	0.00496912
0.332	0.567271	-0.0123719	0.645291	0.567296	-0.0123991	0.645043	-0.00803161	-0.00200343	0.00845885	-1.59177	-0.00757909	1.58959	0.00498056
0.333	0.567271	-0.0123696	0.645291	0.567297	-0.0123991	0.645032	-0.00804973	-0.00200653	0.00847888	-1.5918	-0.00759196	1.58962	0.00499201
0.334	0.567271	-0.0123671	0.645291	0.567298	-0.012399	0.645021	-0.00806618	-0.00200963	0.00849724	-1.59183	-0.00760412	1.58964	0.00500345
0.335	0.567271	-0.0123645	0.645291	0.567299	-0.0123989	0.645011	-0.0080812	-0.00201249	0.00851417	-1.59186	-0.0076158	1.58967	0.0050149
0.336	0.567271	-0.0123618	0.645291	0.5673	-0.0123985	0.645002	-0.00809455	-0.00201511	0.0085299	-1.59189	-0.00762677	1.58969	0.00502634
0.337	0.567271	-0.0123589	0.645291	0.5673	-0.0123981	0.644993	-0.00810647	-0.00201774	0.00854421	-1.59192	-0.00763726	1.58972	0.00503802
0.338	0.567271	-0.0123559	0.645291	0.567301	-0.0123976	0.644984	-0.00811696	-0.00202012	0.00855708	-1.59194	-0.00764704	1.58974	0.00504971
0.339	0.567271	-0.0123527	0.645291	0.567302	-0.012397	0.644976	-0.00812602	-0.0020225	0.00856876	-1.59196	-0.00765634	1.58976	0.00506139
0.34	0.567271	-0.0123493	0.645291	0.567303	-0.0123961	0.644969	-0.00813365	-0.00202465	0.00857925	-1.59199	-0.00766516	1.58978	0.00507307
0.341	0.567271	-0.0123458	0.645291	0.567303	-0.0123951	0.644962	-0.00813985	-0.0020268	0.00858855	-1.59201	-0.0076735	1.5898	0.00508475
0.342	0.567271	-0.0123422	0.645291	0.567304	-0.0123941	0.644955	-0.00814486	-0.00202894	0.00859666	-1.59203	-0.00768137	1.58982	0.00509667
0.343	0.567271	-0.0123384	0.645291	0.567305	-0.012393	0.644949	-0.00814843	-0.00203085	0.00860333	-1.59205	-0.00768876	1.58984	0.00510859
0.344	0.567271	-0.0123345	0.645291	0.567305	-0.0123918	0.644943	-0.00815082	-0.00203252	0.00860906	-1.59207	-0.00769567	1.58985	0.00512052
0.345	0.567271	-0.0123304	0.645291	0.567306	-0.0123905	0.644937	-0.00815201	-0.00203419	0.00861359	-1.59208	-0.00770211	1.58987	0.00513244
0.346	0.567271	-0.0123262	0.645291	0.567306	-0.0123889	0.644932	-0.00815177	-0.00203586	0.00861716	-1.5921	-0.00770807	1.58988	0.0051446
0.347	0.567271	-0.0123219	0.645291	0.567307	-0.0123872	0.644927	-0.00815034	-0.00203729	0.00861979	-1.59211	-0.00771356	1.5899	0.00515676
0.348	0.567271	-0.0123174	0.645291	0.567307	-0.0123854	0.644923	-0.00814772	-0.00203872	0.00862122	-1.59213	-0.0077188	1.58991	0.00516915
0.349	0.567271	-0.0123127	0.645291	0.567307	-0.0123835	0.644919	-0.0081439	-0.00204015	0.00862169	-1.59214	-0.00772357	1.58992	0.00518155
0.35	0.567271	-0.0123079	0.645291	0.567308	-0.0123816	0.644915	-0.00813913	-0.00204134	0.00862122	-1.59215	-0.0077281	1.58993	0.00519395
0.351	0.567271	-0.012303	0.645291	0.567308	-0.0123794	0.644912	-0.00813317	-0.00204253	0.00861979	-1.59216	-0.00773215	1.58994	0.00520658
0.352	0.567271	-0.0122979	0.645291	0.567308	-0.0123772	0.644909	-0.00812626	-0.00204349	0.00861764	-1.59217	-0.00773597	1.58995	0.00521922
0.353	0.567271	-0.0122927	0.645291	0.567309	-0.0123748	0.644906	-0.00811815	-0.00204444	0.00861454	-1.59218	-0.00773954	1.58996	0.0052321
