1.241	0.568785	0.00676228	0.622987	0.568785	-0.0132377	0.622987	-0.129466	-0.00702024	0.130852	-1.65356	-0.0305173	1.63881	0.007164
1.242	0.568785	0.00676228	0.622987	0.568786	-0.0132383	0.622961	-0.12972	-0.00702572	0.131106	-1.65363	-0.0305421	1.63886	0.00715446
1.243	0.568785	0.00676228	0.622987	0.568787	-0.0132252	0.622934	-0.129944	-0.00702906	0.13136	-1.6537	-0.0305984	1.63891	0.00719261
1.244	0.568785	0.00676228	0.622987	0.568789	-0.0132011	0.622908	-0.130136	-0.0070312	0.131603	-1.65377	-0.0306697	1.63896	0.00726151
1.245	0.568785	0.00676228	0.622987	0.568791	-0.0131692	0.622884	-0.130294	-0.00703335	0.131827	-1.65383	-0.030741	1.63901	0.00734544
1.246	0.568785	0.00676228	0.622987	0.568792	-0.0131312	0.62286	-0.130417	-0.00703573	0.132026	-1.6539	-0.0308039	1.63906	0.00743532
1.247	0.568785	0.00676228	0.622987	0.568793	-0.013088	0.622838	-0.130507	-0.00703883	0.132199	-1.65395	-0.0308549	1.6391	0.00752711
1.248	0.568785	0.00676228	0.622987	0.568794	-0.0130401	0.622818	-0.130563	-0.00704241	0.132345	-1.65401	-0.0308938	1.63914	0.00761938
1.249	0.568785	0.00676228	0.622987	0.568794	-0.0129877	0.622798	-0.130586	-0.00704646	0.132466	-1.65406	-0.0309212	1.63918	0.00771284
1.25	0.568785	0.00676228	0.622987	0.568795	-0.0129305	0.62278	-0.130578	-0.00705099	0.132561	-1.65411	-0.0309391	1.63921	0.00780845
1.251	0.568785	0.00676228	0.622987	0.568795	-0.0128685	0.622763	-0.130538	-0.00705576	0.132633	-1.65416	-0.0309494	1.63925	0.00790739
1.252	0.568785	0.00676228	0.622987	0.568796	-0.012802	0.622747	-0.130468	-0.00706077	0.132682	-1.65421	-0.0309534	1.63928	0.00801086
1.253	0.568785	0.00676228	0.622987	0.568796	-0.0127307	0.622731	-0.130369	-0.00706577	0.13271	-1.65425	-0.0309529	1.63931	0.00811982
1.254	0.568785	0.00676228	0.622987	0.568796	-0.0126546	0.622717	-0.130241	-0.00707078	0.132717	-1.65429	-0.0309491	1.63934	0.00823522
1.255	0.568785	0.00676228	0.622987	0.568796	-0.012574	0.622703	-0.130086	-0.00707579	0.132705	-1.65433	-0.0309429	1.63937	0.00835729
1.256	0.568785	0.00676228	0.622987	0.568796	-0.0124888	0.62269	-0.129903	-0.00708055	0.132673	-1.65437	-0.0309353	1.6394	0.00848651
1.257	0.568785	0.00676228	0.622987	0.568796	-0.0123994	0.622677	-0.129694	-0.00708532	0.132623	-1.65441	-0.0309265	1.63942	0.00862288
1.258	0.568785	0.00676228	0.622987	0.568796	-0.0123056	0.622666	-0.12946	-0.00708985	0.132555	-1.65444	-0.0309172	1.63945	0.00876641
1.259	0.568785	0.00676228	0.622987	0.568796	-0.012208	0.622655	-0.1292	-0.00709414	0.132469	-1.65447	-0.0309076	1.63947	0.00891709
1.26	0.568785	0.00676228	0.622987	0.568796	-0.0121064	0.622644	-0.128916	-0.0070982	0.132366	-1.6545	-0.0308981	1.63949	0.00907469
1.261	0.568785	0.00676228	0.622987	0.568796	-0.0120011	0.622634	-0.128609	-0.00710201	0.132246	-1.65453	-0.0308886	1.63951	0.00923896
1.262	0.568785	0.00676228	0.622987	0.568796	-0.0118923	0.622624	-0.128278	-0.00710559	0.132109	-1.65456	-0.0308793	1.63953	0.00940967
1.263	0.568785	0.00676228	0.622987	0.568796	-0.0117803	0.622615	-0.127925	-0.00710893	0.131956	-1.65459	-0.0308702	1.63955	0.00958633
1.264	0.568785	0.00676228	0.622987	0.568796	-0.011665	0.622607	-0.12755	-0.00711203	0.131786	-1.65461	-0.0308614	1.63957	0.00976896
1.265	0.568785	0.00676228	0.622987	0.568796	-0.0115467	0.622599	-0.127153	-0.00711489	0.131601	-1.65463	-0.030853	1.63958	0.00995708
1.266	0.568785	0.00676228	0.622987	0.568796	-0.0114256	0.622591	-0.126736	-0.00711727	0.1314	-1.65466	-0.0308449	1.6396	0.0101504
1.267	0.568785	0.00676228	0.622987	0.568796	-0.0113018	0.622584	-0.126299	-0.00711942	0.131184	-1.65468	-0.0308371	1.63961	0.0103486
1.268	0.568785	0.00676228	0.622987	0.568796	-0.0111755	0.622578	-0.125842	-0.00712132	0.130953	-1.65469	-0.0308297	1.63963	0.0105515
1.269	0.568785	0.00676228	0.622987	0.568796	-0.011047	0.622571	-0.125366	-0.00712299	0.130707	-1.65471	-0.0308225	1.63964	0.0107586
1.27	0.568785	0.00676228	0.622987	0.568796	-0.0109164	0.622566	-0.124871	-0.00712442	0.130447	-1.65473	-0.0308158	1.63965	0.0109699
1.271	0.568785	0.00676228	0.622987	0.568796	-0.0107836	0.62256	-0.124358	-0.00712562	0.130172	-1.65474	-0.0308094	1.63966	0.0111849
1.272	0.568785	0.00676228	0.622987	0.568796	-0.0106489	0.622555	-0.123828	-0.00712657	0.129883	-1.65476	-0.0308034	1.63967	0.0114036
1.273	0.568785	0.00676228	0.622987	0.568796	-0.0105126	0.622551	-0.123281	-0.00712729	0.129581	-1.65477	-0.0307977	1.63967	0.0116255
