0.13	-0.519138	-0.519138
0.131	-0.519103	-0.519102
0.132	-0.519068	-0.519067
0.133	-0.519035	-0.519031
0.134	-0.519003	-0.518996
0.135	-0.518971	-0.51896
0.136	-0.51894	-0.518925
0.137	-0.51891	-0.51889
0.138	-0.518881	-0.518855
0.139	-0.518853	-0.51882
0.14	-0.518826	-0.518786
0.141	-0.518799	-0.518752
0.142	-0.518773	-0.518717
0.143	-0.518749	-0.518684
0.144	-0.518725	-0.518651
0.145	-0.518702	-0.518618
0.146	-0.518679	-0.518585
0.147	-0.518658	-0.518553
0.148	-0.518637	-0.518521
0.149	-0.518618	-0.51849
0.15	-0.518599	-0.518459
0.151	-0.518581	-0.518429
0.152	-0.518564	-0.518399
0.153	-0.518547	-0.518371
0.154	-0.518532	-0.518342
0.155	-0.518517	-0.518314
0.156	-0.518503	-0.518287
0.157	-0.51849	-0.51826
0.158	-0.518478	-0.518234
0.159	-0.518467	-0.518208
0.16	-0.518457	-0.518183
0.161	-0.518447	-0.518159
0.162	-0.518438	-0.518135
0.163	-0.51843	-0.518113
0.164	-0.518423	-0.51809
0.165	-0.518417	-0.518069
0.166	-0.518412	-0.518048
0.167	-0.518407	-0.518028
0.168	-0.518403	-0.518009
0.169	-0.5184	-0.517991
0.17	-0.518398	-0.517973
0.171	-0.518397	-0.517956
0.172	-0.518397	-0.51794
0.173	-0.518397	-0.517924
0.174	-0.518398	-0.51791
0.175	-0.5184	-0.517896
0.176	-0.518403	-0.517883
0.177	-0.518407	-0.517871
0.178	-0.518411	-0.51786
0.179	-0.518417	-0.51785
0.18	-0.518423	-0.51784
0.181	-0.51843	-0.517831
0.182	-0.518438	-0.517823
0.183	-0.518446	-0.517816
0.184	-0.518456	-0.51781
0.185	-0.518466	-0.517805
0.186	-0.518477	-0.5178
0.187	-0.518489	-0.517797
0.188	-0.518502	-0.517794
0.189	-0.518515	-0.517792
0.19	-0.518529	-0.517791
0.191	-0.518545	-0.517791
0.192	-0.518561	-0.517792
0.193	-0.518577	-0.517794
0.194	-0.518595	-0.517797
0.195	-0.518613	-0.5178
0.196	-0.518633	-0.517805
0.197	-0.518653	-0.51781
0.198	-0.518673	-0.517817
0.199	-0.518695	-0.517824
0.2	-0.518717	-0.517832
0.201	-0.518741	-0.517841
0.202	-0.518765	-0.517851
0.203	-0.518789	-0.517862
0.204	-0.518815	-0.517874
0.205	-0.518842	-0.517887
0.206	-0.518869	-0.5179
0.207	-0.518897	-0.517915
0.208	-0.518926	-0.51793
0.209	-0.518955	-0.517947
0.21	-0.518986	-0.517964
0.211	-0.519017	-0.517983
0.212	-0.519049	-0.518002
0.213	-0.519082	-0.518022
0.214	-0.519115	-0.518043
0.215	-0.51915	-0.518065
0.216	-0.519185	-0.518088
0.217	-0.519221	-0.518112
0.218	-0.519258	-0.518137
0.219	-0.519295	-0.518163
0.22	-0.519334	-0.518189
0.221	-0.519373	-0.518217
0.222	-0.519413	-0.518245
0.223	-0.519453	-0.518274
0.224	-0.519495	-0.518305
0.225	-0.519537	-0.518336
0.226	-0.51958	-0.518368
0.227	-0.519624	-0.518401
0.228	-0.519669	-0.518435
0.229	-0.519714	-0.51847
0.23	-0.51976	-0.518506
0.231	-0.519807	-0.518543
0.232	-0.519855	-0.51858
0.233	-0.519903	-0.518619
0.234	-0.519953	-0.518659
0.235	-0.520003	-0.518699
0.236	-0.520053	-0.51874
0.237	-0.520105	-0.518782
0.238	-0.520157	-0.518826
0.239	-0.520211	-0.51887
0.24	-0.520265	-0.518915
0.241	-0.520319	-0.51896
0.242	-0.520375	-0.519007
0.243	-0.520431	-0.519055
0.244	-0.520488	-0.519103
0.245	-0.520546	-0.519153
0.246	-0.520604	-0.519203
0.247	-0.520663	-0.519254
0.248	-0.520724	-0.519307
0.249	-0.520784	-0.519359
0.25	-0.520846	-0.519413
0.251	-0.520908	-0.519468
0.252	-0.520971	-0.519524
0.253	-0.521035	-0.51958
0.254	-0.5211	-0.519638
0.255	-0.521165	-0.519696
0.256	-0.521231	-0.519756
0.257	-0.521298	-0.519816
0.258	-0.521366	-0.519877
0.259	-0.521434	-0.519939
0.26	-0.521504	-0.520001
0.261	-0.521573	-0.520065
0.262	-0.521644	-0.52013
0.263	-0.521716	-0.520195
0.264	-0.521788	-0.520261
0.265	-0.521861	-0.520328
0.266	-0.521934	-0.520396
0.267	-0.522009	-0.520465
0.268	-0.522084	-0.520535
0.269	-0.52216	-0.520605
0.27	-0.522236	-0.520676
0.271	-0.522314	-0.520748
0.272	-0.522392	-0.520822
0.273	-0.522471	-0.520896
0.274	-0.522551	-0.52097
0.275	-0.522631	-0.521046
0.276	-0.522712	-0.521122
0.277	-0.522794	-0.5212
0.278	-0.522876	-0.521278
0.279	-0.52296	-0.521357
0.28	-0.523044	-0.521437
0.281	-0.523129	-0.521517
0.282	-0.523214	-0.521598
0.283	-0.5233	-0.521681
0.284	-0.523387	-0.521764
0.285	-0.523475	-0.521848
0.286	-0.523564	-0.521932
0.287	-0.523653	-0.522018
0.288	-0.523743	-0.522104
0.289	-0.523834	-0.522192
0.29	-0.523925	-0.52228
0.291	-0.524017	-0.522369
0.292	-0.52411	-0.522458
0.293	-0.524203	-0.522548
0.294	-0.524298	-0.52264
0.295	-0.524393	-0.522732
0.296	-0.524489	-0.522825
0.297	-0.524585	-0.522919
0.298	-0.524682	-0.523013
0.299	-0.52478	-0.523109
0.3	-0.524879	-0.523205
0.301	-0.524978	-0.523301
0.302	-0.525078	-0.523399
0.303	-0.525179	-0.523497
0.304	-0.52528	-0.523597
0.305	-0.525383	-0.523697
0.306	-0.525486	-0.523798
0.307	-0.525589	-0.523899
0.308	-0.525694	-0.524001
0.309	-0.525799	-0.524105
0.31	-0.525904	-0.524209
0.311	-0.526011	-0.524313
0.312	-0.526118	-0.524419
0.313	-0.526226	-0.524526
0.314	-0.526335	-0.524632
0.315	-0.526444	-0.52474
0.316	-0.526554	-0.524849
0.317	-0.526665	-0.524958
0.318	-0.526776	-0.525069
0.319	-0.526888	-0.52518
0.32	-0.527001	-0.525291
0.321	-0.527115	-0.525404
0.322	-0.527229	-0.525517
0.323	-0.527344	-0.525631
0.324	-0.52746	-0.525746
0.325	-0.527576	-0.525861
0.326	-0.527693	-0.525977
0.327	-0.527811	-0.526094
0.328	-0.527929	-0.526212
0.329	-0.528049	-0.52633
0.33	-0.528168	-0.52645
0.331	-0.528289	-0.526569
0.332	-0.52841	-0.52669
0.333	-0.528532	-0.526812
0.334	-0.528655	-0.526934
0.335	-0.528778	-0.527057
0.336	-0.528902	-0.527181
0.337	-0.529027	-0.527305
0.338	-0.529152	-0.52743
0.339	-0.529278	-0.527556
0.34	-0.529405	-0.527683
0.341	-0.529532	-0.52781
0.342	-0.529661	-0.527938
0.343	-0.529789	-0.528067
0.344	-0.529919	-0.528197
0.345	-0.530049	-0.528327
0.346	-0.53018	-0.528458
0.347	-0.530311	-0.52859
0.348	-0.530444	-0.528722
0.349	-0.530576	-0.528855
0.35	-0.53071	-0.528989
0.351	-0.530844	-0.529124
0.352	-0.530979	-0.529259
0.353	-0.531115	-0.529395
0.354	-0.531251	-0.529532
0.355	-0.531388	-0.529669
