0.09	0.566557	-0.012001	0.651921	0.566557	-0.012001	0.651921	0.124973	-0.0266003	0.698371	0.124973	-0.0266003	0.698371
0.091	0.566557	-0.0120009	0.651921	0.566557	-0.0120008	0.651921	0.124973	-0.0266003	0.698371	0.124973	-0.0266003	0.698371
0.092	0.566557	-0.0120006	0.651921	0.566586	-0.0120007	0.65183	0.124973	-0.0266005	0.698371	0.12501	-0.0266003	0.698356
0.093	0.566556	-0.0120001	0.651921	0.566597	-0.0120006	0.651795	0.124973	-0.0266007	0.698371	0.125024	-0.0266003	0.698351
0.094	0.566555	-0.0119994	0.651921	0.566614	-0.0119997	0.651738	0.124973	-0.026601	0.69837	0.125047	-0.0266001	0.698341
0.095	0.566554	-0.0119985	0.651921	0.566626	-0.011999	0.651699	0.124972	-0.0266013	0.69837	0.125062	-0.0266	0.698335
0.096	0.566553	-0.0119975	0.651921	0.566639	-0.0119976	0.651655	0.124972	-0.0266018	0.69837	0.125079	-0.0265997	0.698328
0.097	0.566552	-0.0119962	0.651921	0.566649	-0.0119966	0.651618	0.124971	-0.0266023	0.698369	0.125092	-0.0265995	0.698323
0.098	0.56655	-0.0119947	0.651921	0.56666	-0.011995	0.651582	0.124971	-0.0266029	0.698369	0.125106	-0.0265992	0.698317
0.099	0.566549	-0.0119931	0.651921	0.566669	-0.0119937	0.651548	0.12497	-0.0266036	0.698368	0.125118	-0.0265989	0.698312
0.1	0.566547	-0.0119912	0.651921	0.566678	-0.011992	0.651515	0.124969	-0.0266044	0.698368	0.125129	-0.0265985	0.698307
0.101	0.566544	-0.0119892	0.651921	0.566686	-0.0119906	0.651483	0.124968	-0.0266053	0.698367	0.12514	-0.0265982	0.698303
0.102	0.566542	-0.011987	0.651921	0.566694	-0.0119887	0.651453	0.124967	-0.0266062	0.698366	0.12515	-0.0265979	0.698298
0.103	0.566539	-0.0119846	0.651921	0.566701	-0.0119873	0.651423	0.124966	-0.0266072	0.698365	0.12516	-0.0265976	0.698294
0.104	0.566536	-0.0119819	0.651921	0.566708	-0.0119852	0.651394	0.124965	-0.0266083	0.698364	0.125169	-0.0265971	0.69829
0.105	0.566533	-0.0119791	0.651921	0.566715	-0.0119836	0.651365	0.124964	-0.0266095	0.698364	0.125178	-0.0265968	0.698286
0.106	0.56653	-0.0119761	0.651921	0.566722	-0.0119817	0.651337	0.124963	-0.0266108	0.698363	0.125187	-0.0265964	0.698282
0.107	0.566527	-0.0119729	0.651921	0.566729	-0.0119797	0.651309	0.124961	-0.0266121	0.698361	0.125195	-0.026596	0.698278
0.108	0.566523	-0.0119695	0.651921	0.566735	-0.0119777	0.651281	0.12496	-0.0266136	0.69836	0.125204	-0.0265956	0.698274
0.109	0.566519	-0.011966	0.651921	0.566741	-0.0119756	0.651253	0.124958	-0.0266151	0.698359	0.125212	-0.0265951	0.69827
0.11	0.566515	-0.0119622	0.651921	0.566748	-0.0119733	0.651226	0.124957	-0.0266167	0.698358	0.125219	-0.0265946	0.698267
0.111	0.566511	-0.0119582	0.651921	0.566754	-0.0119712	0.651198	0.124955	-0.0266184	0.698357	0.125227	-0.0265942	0.698263
0.112	0.566506	-0.0119541	0.651921	0.566759	-0.0119688	0.65117	0.124953	-0.0266201	0.698355	0.125234	-0.0265937	0.698259
0.113	0.566502	-0.0119497	0.651921	0.566765	-0.0119664	0.651143	0.124951	-0.0266219	0.698354	0.125241	-0.0265932	0.698256
0.114	0.566497	-0.0119452	0.651921	0.56677	-0.0119635	0.651115	0.124949	-0.0266239	0.698352	0.125248	-0.0265926	0.698252
0.115	0.566491	-0.0119405	0.651921	0.566776	-0.0119608	0.651088	0.124947	-0.0266259	0.698351	0.125255	-0.026592	0.698249
0.116	0.566486	-0.0119355	0.651921	0.566781	-0.0119577	0.651061	0.124945	-0.0266279	0.698349	0.125261	-0.0265913	0.698246
0.117	0.566481	-0.0119304	0.651921	0.566786	-0.0119548	0.651034	0.124943	-0.0266301	0.698347	0.125267	-0.0265907	0.698242
0.118	0.566475	-0.0119251	0.65192	0.56679	-0.0119517	0.651007	0.124941	-0.0266323	0.698345	0.125273	-0.0265901	0.698239
0.119	0.566469	-0.0119196	0.65192	0.566794	-0.0119483	0.650981	0.124938	-0.0266347	0.698343	0.125278	-0.0265894	0.698236
0.12	0.566463	-0.0119139	0.65192	0.566798	-0.0119448	0.650955	0.124936	-0.0266371	0.698342	0.125283	-0.0265886	0.698233
0.121	0.566456	-0.0119081	0.65192	0.566802	-0.0119413	0.650929	0.124933	-0.0266396	0.69834	0.125287	-0.0265879	0.69823
0.122	0.56645	-0.011902	0.65192	0.566805	-0.0119373	0.650905	0.124931	-0.0266421	0.698338	0.125291	-0.026587	0.698228
0.123	0.566443	-0.0118957	0.65192	0.566808	-0.0119334	0.65088	0.124928	-0.0266448	0.698335	0.125295	-0.0265862	0.698225
0.124	0.566436	-0.0118893	0.65192	0.56681	-0.011929	0.650857	0.124925	-0.0266475	0.698333	0.125298	-0.0265853	0.698223
