0.291	6.95248e-310	-0.513181
0.292	6.95248e-310	-0.513143
0.293	6.95248e-310	-0.513096
0.294	6.95248e-310	-0.513041
0.295	6.95248e-310	-0.512979
0.296	6.95248e-310	-0.51291
0.297	6.95248e-310	-0.512834
0.298	6.95248e-310	-0.51275
0.299	6.95248e-310	-0.512657
0.3	6.95248e-310	-0.512554
0.301	6.95248e-310	-0.51244
0.302	6.95248e-310	-0.512315
0.303	6.95248e-310	-0.512179
0.304	6.95248e-310	-0.512033
0.305	6.95248e-310	-0.511874
0.306	6.95248e-310	-0.511703
0.307	6.95248e-310	-0.511521
0.308	6.95248e-310	-0.511325
0.309	6.95248e-310	-0.511117
0.31	6.95248e-310	-0.510896
0.311	6.95248e-310	-0.510662
0.312	6.95248e-310	-0.510415
0.313	6.95248e-310	-0.510156
0.314	6.95248e-310	-0.509883
0.315	6.95248e-310	-0.509597
0.316	6.95248e-310	-0.509298
0.317	6.95248e-310	-0.508985
0.318	6.95248e-310	-0.50866
0.319	6.95248e-310	-0.508322
0.32	6.95248e-310	-0.50797
0.321	6.95248e-310	-0.507607
0.322	6.95248e-310	-0.50723
0.323	6.95248e-310	-0.506841
0.324	6.95248e-310	-0.50644
0.325	6.95248e-310	-0.506026
0.326	6.95248e-310	-0.5056
0.327	6.95248e-310	-0.505162
0.328	6.95248e-310	-0.504713
0.329	6.95248e-310	-0.504252
0.33	6.95248e-310	-0.50378
0.331	6.95248e-310	-0.503297
0.332	6.95248e-310	-0.502803
0.333	6.95248e-310	-0.502298
0.334	6.95248e-310	-0.501784
0.335	6.95248e-310	-0.501259
0.336	6.95248e-310	-0.500724
0.337	6.95248e-310	-0.50018
0.338	6.95248e-310	-0.499627
0.339	6.95248e-310	-0.499064
0.34	6.95248e-310	-0.498493
0.341	6.95248e-310	-0.497913
0.342	6.95248e-310	-0.497326
0.343	6.95248e-310	-0.49673
0.344	6.95248e-310	-0.496126
0.345	6.95248e-310	-0.495516
0.346	6.95248e-310	-0.494898
0.347	6.95248e-310	-0.494274
0.348	6.95248e-310	-0.493643
0.349	6.95248e-310	-0.493006
0.35	6.95248e-310	-0.492363
0.351	6.95248e-310	-0.491714
0.352	6.95248e-310	-0.49106
0.353	6.95248e-310	-0.490401
0.354	6.95248e-310	-0.489738
0.355	6.95248e-310	-0.48907
0.356	6.95248e-310	-0.488398
0.357	6.95248e-310	-0.487722
0.358	6.95248e-310	-0.487042
0.359	6.95248e-310	-0.48636
0.36	6.95248e-310	-0.485674
0.361	6.95248e-310	-0.484986
0.362	6.95248e-310	-0.484295
0.363	6.95248e-310	-0.483602
0.364	6.95248e-310	-0.482907
0.365	6.95248e-310	-0.482211
0.366	6.95248e-310	-0.481513
0.367	6.95248e-310	-0.480814
0.368	6.95248e-310	-0.480114
0.369	6.95248e-310	-0.479414
0.37	6.95248e-310	-0.478714
0.371	6.95248e-310	-0.478013
0.372	6.95248e-310	-0.477313
0.373	6.95248e-310	-0.476613
0.374	6.95248e-310	-0.475914
0.375	6.95248e-310	-0.475216
0.376	6.95248e-310	-0.474519
0.377	6.95248e-310	-0.473823
