0.311	-0.0115077	-0.0122943	0.850366	-0.0115077	-0.0122943	0.850366	0.15	-0.012	0.65
0.312	-0.0115075	-0.0122943	0.850366	-0.0115066	-0.0122953	0.850344	0.15	-0.012	0.65
0.313	-0.0115068	-0.0122943	0.850365	-0.0115054	-0.0122962	0.850324	0.15	-0.012	0.65
0.314	-0.0115056	-0.0122943	0.850364	-0.0115044	-0.012297	0.850304	0.15	-0.012	0.65
0.315	-0.011504	-0.0122943	0.850362	-0.0115032	-0.0122979	0.850286	0.15	-0.012	0.65
0.316	-0.0115019	-0.0122943	0.85036	-0.0115022	-0.0122986	0.850268	0.15	-0.012	0.65
0.317	-0.0114993	-0.0122943	0.850357	-0.0115013	-0.0122993	0.850252	0.15	-0.012	0.65
0.318	-0.0114963	-0.0122943	0.850354	-0.0115005	-0.0123001	0.850236	0.15	-0.012	0.65
0.319	-0.0114928	-0.0122943	0.85035	-0.0114996	-0.0123008	0.850222	0.15	-0.012	0.65
0.32	-0.0114888	-0.0122943	0.850346	-0.0114989	-0.0123014	0.850208	0.15	-0.012	0.65
0.321	-0.0114844	-0.0122943	0.850341	-0.0114984	-0.012302	0.850195	0.15	-0.012	0.65
0.322	-0.0114795	-0.0122943	0.850336	-0.0114977	-0.0123026	0.850183	0.15	-0.012	0.65
0.323	-0.0114742	-0.0122943	0.850331	-0.011497	-0.0123032	0.850171	0.15	-0.012	0.65
0.324	-0.0114684	-0.0122943	0.850324	-0.0114963	-0.0123037	0.85016	0.15	-0.012	0.65
0.325	-0.0114621	-0.0122943	0.850318	-0.0114957	-0.0123042	0.85015	0.15	-0.012	0.65
0.326	-0.0114554	-0.0122943	0.850311	-0.0114951	-0.0123046	0.85014	0.15	-0.012	0.65
0.327	-0.0114482	-0.0122943	0.850303	-0.0114945	-0.0123051	0.850132	0.15	-0.012	0.65
0.328	-0.0114406	-0.0122943	0.850295	-0.011494	-0.0123055	0.850123	0.15	-0.012	0.65
0.329	-0.0114324	-0.0122943	0.850286	-0.0114932	-0.0123059	0.850115	0.15	-0.012	0.65
0.33	-0.0114239	-0.0122943	0.850277	-0.0114927	-0.0123062	0.850108	0.15	-0.012	0.65
0.331	-0.0114149	-0.0122942	0.850268	-0.011492	-0.0123065	0.850101	0.15	-0.012	0.65
0.332	-0.0114054	-0.0122942	0.850258	-0.0114913	-0.0123069	0.850095	0.15	-0.012	0.65
0.333	-0.0113954	-0.0122942	0.850247	-0.0114908	-0.0123072	0.850089	0.15	-0.012	0.65
0.334	-0.011385	-0.0122942	0.850236	-0.0114902	-0.0123075	0.850083	0.15	-0.012	0.65
0.335	-0.0113742	-0.0122942	0.850224	-0.0114894	-0.0123077	0.850078	0.15	-0.012	0.65
0.336	-0.0113629	-0.0122942	0.850213	-0.0114886	-0.0123079	0.850074	0.15	-0.012	0.65
0.337	-0.0113511	-0.0122942	0.8502	-0.0114879	-0.0123081	0.850069	0.15	-0.012	0.65
0.338	-0.0113389	-0.0122942	0.850187	-0.0114872	-0.0123083	0.850065	0.15	-0.012	0.65
0.339	-0.0113262	-0.0122942	0.850174	-0.0114864	-0.0123085	0.850061	0.15	-0.012	0.65
0.34	-0.0113131	-0.0122941	0.85016	-0.0114855	-0.0123087	0.850058	0.15	-0.012	0.65
0.341	-0.0112995	-0.0122941	0.850145	-0.0114845	-0.0123089	0.850054	0.15	-0.012	0.65
0.342	-0.0112855	-0.0122941	0.85013	-0.0114836	-0.012309	0.850051	0.15	-0.012	0.65
0.343	-0.011271	-0.0122941	0.850115	-0.0114824	-0.0123092	0.850049	0.15	-0.012	0.65
0.344	-0.0112561	-0.0122941	0.850099	-0.0114813	-0.0123092	0.850046	0.15	-0.012	0.65
0.345	-0.0112407	-0.0122941	0.850083	-0.01148	-0.0123093	0.850043	0.15	-0.012	0.65
0.346	-0.0112248	-0.0122941	0.850066	-0.0114786	-0.0123094	0.850041	0.15	-0.012	0.65
0.347	-0.0112085	-0.012294	0.850049	-0.0114773	-0.0123094	0.850039	0.15	-0.012	0.65
0.348	-0.0111918	-0.012294	0.850031	-0.0114757	-0.0123095	0.850037	0.15	-0.012	0.65
0.349	-0.0111746	-0.012294	0.850013	-0.011474	-0.0123096	0.850035	0.15	-0.012	0.65
0.35	-0.011157	-0.012294	0.849994	-0.0114725	-0.0123097	0.850033	0.15	-0.012	0.65
0.351	-0.0111389	-0.012294	0.849975	-0.0114707	-0.0123097	0.850031	0.15	-0.012	0.65
0.352	-0.0111203	-0.012294	0.849955	-0.0114688	-0.0123098	0.85003	0.15	-0.012	0.65
0.353	-0.0111013	-0.0122939	0.849935	-0.0114668	-0.0123098	0.850028	0.15	-0.012	0.65
0.354	-0.0110819	-0.0122939	0.849915	-0.0114647	-0.0123098	0.850026	0.15	-0.012	0.65
0.355	-0.011062	-0.0122939	0.849893	-0.0114624	-0.0123098	0.850025	0.15	-0.012	0.65
0.356	-0.0110417	-0.0122939	0.849872	-0.0114599	-0.0123098	0.850023	0.15	-0.012	0.65
0.357	-0.0110209	-0.0122939	0.84985	-0.0114573	-0.0123097	0.850022	0.15	-0.012	0.65
0.358	-0.0109997	-0.0122939	0.849827	-0.0114547	-0.0123096	0.85002	0.15	-0.012	0.65
0.359	-0.010978	-0.0122938	0.849804	-0.0114519	-0.0123096	0.850018	0.15	-0.012	0.65
0.36	-0.0109559	-0.0122938	0.849781	-0.0114489	-0.0123095	0.850017	0.15	-0.012	0.65
0.361	-0.0109333	-0.0122938	0.849757	-0.0114456	-0.0123094	0.850015	0.15	-0.012	0.65
0.362	-0.0109103	-0.0122938	0.849733	-0.0114424	-0.0123094	0.850013	0.15	-0.012	0.65
0.363	-0.0108869	-0.0122937	0.849708	-0.011439	-0.0123094	0.850011	0.15	-0.012	0.65
0.364	-0.010863	-0.0122937	0.849682	-0.0114354	-0.0123094	0.850009	0.15	-0.012	0.65
0.365	-0.0108387	-0.0122937	0.849657	-0.0114316	-0.0123094	0.850007	0.15	-0.012	0.65
0.366	-0.0108139	-0.0122937	0.84963	-0.0114276	-0.0123094	0.850005	0.15	-0.012	0.65
0.367	-0.0107887	-0.0122937	0.849604	-0.0114235	-0.0123093	0.850003	0.15	-0.012	0.65
0.368	-0.010763	-0.0122936	0.849576	-0.0114191	-0.0123093	0.85	0.15	-0.012	0.65
0.369	-0.010737	-0.0122936	0.849549	-0.0114146	-0.0123092	0.849998	0.15	-0.012	0.65
0.37	-0.0107104	-0.0122936	0.849521	-0.0114097	-0.0123091	0.849995	0.15	-0.012	0.65
0.371	-0.0106834	-0.0122936	0.849492	-0.0114049	-0.0123091	0.849992	0.15	-0.012	0.65
0.372	-0.010656	-0.0122935	0.849463	-0.0113998	-0.012309	0.849989	0.15	-0.012	0.65
0.373	-0.0106282	-0.0122935	0.849433	-0.0113946	-0.0123089	0.849986	0.15	-0.012	0.65
0.374	-0.0105999	-0.0122935	0.849403	-0.0113891	-0.0123088	0.849983	0.15	-0.012	0.65
0.375	-0.0105712	-0.0122934	0.849373	-0.0113834	-0.0123087	0.849979	0.15	-0.012	0.65
0.376	-0.010542	-0.0122934	0.849342	-0.0113774	-0.0123086	0.849975	0.15	-0.012	0.65
0.377	-0.0105124	-0.0122934	0.849311	-0.0113713	-0.0123085	0.849971	0.15	-0.012	0.65
0.378	-0.0104823	-0.0122934	0.849279	-0.0113649	-0.0123083	0.849967	0.15	-0.012	0.65
0.379	-0.0104519	-0.0122933	0.849246	-0.0113584	-0.0123082	0.849963	0.15	-0.012	0.65
0.38	-0.010421	-0.0122933	0.849214	-0.0113516	-0.0123081	0.849958	0.15	-0.012	0.65
0.381	-0.0103896	-0.0122933	0.84918	-0.0113446	-0.012308	0.849953	0.15	-0.012	0.65
0.382	-0.0103578	-0.0122932	0.849147	-0.0113373	-0.0123079	0.849948	0.15	-0.012	0.65
0.383	-0.0103256	-0.0122932	0.849112	-0.0113296	-0.0123077	0.849943	0.15	-0.012	0.65
0.384	-0.010293	-0.0122932	0.849078	-0.0113219	-0.0123076	0.849937	0.15	-0.012	0.65
0.385	-0.0102599	-0.0122932	0.849043	-0.0113138	-0.0123075	0.849931	0.15	-0.012	0.65
0.386	-0.0102264	-0.0122931	0.849007	-0.0113055	-0.0123073	0.849925	0.15	-0.012	0.65
0.387	-0.0101924	-0.0122931	0.848971	-0.0112968	-0.0123072	0.849919	0.15	-0.012	0.65
0.388	-0.010158	-0.0122931	0.848935	-0.011288	-0.012307	0.849912	0.15	-0.012	0.65
0.389	-0.0101232	-0.012293	0.848898	-0.0112789	-0.0123069	0.849905	0.15	-0.012	0.65
0.39	-0.010088	-0.012293	0.84886	-0.0112697	-0.0123067	0.849898	0.15	-0.012	0.65
0.391	-0.0100523	-0.012293	0.848823	-0.01126	-0.0123066	0.84989	0.15	-0.012	0.65
0.392	-0.0100162	-0.0122929	0.848784	-0.0112502	-0.0123064	0.849882	0.15	-0.012	0.65
0.393	-0.0099797	-0.0122929	0.848746	-0.01124	-0.0123063	0.849874	0.15	-0.012	0.65
0.394	-0.00994274	-0.0122929	0.848706	-0.0112296	-0.0123061	0.849866	0.15	-0.012	0.65
0.395	-0.00990535	-0.0122928	0.848667	-0.0112188	-0.012306	0.849857	0.15	-0.012	0.65
0.396	-0.00986753	-0.0122928	0.848627	-0.011208	-0.0123058	0.849848	0.15	-0.012	0.65
0.397	-0.00982929	-0.0122927	0.848586	-0.0111968	-0.0123057	0.849839	0.15	-0.012	0.65
0.398	-0.00979062	-0.0122927	0.848545	-0.0111853	-0.0123055	0.849829	0.15	-0.012	0.65
0.399	-0.00975152	-0.0122927	0.848504	-0.0111735	-0.0123054	0.849819	0.15	-0.012	0.65
0.4	-0.009712	-0.0122926	0.848462	-0.0111613	-0.0123052	0.849809	0.15	-0.012	0.65
0.401	-0.00967205	-0.0122926	0.848419	-0.0111488	-0.0123051	0.849798	0.15	-0.012	0.65
0.402	-0.00963168	-0.0122926	0.848376	-0.0111361	-0.0123049	0.849787	0.15	-0.012	0.65
0.403	-0.00959088	-0.0122925	0.848333	-0.0111231	-0.0123048	0.849776	0.15	-0.012	0.65
0.404	-0.00954966	-0.0122925	0.84829	-0.0111097	-0.0123047	0.849765	0.15	-0.012	0.65
0.405	-0.00950801	-0.0122924	0.848245	-0.0110962	-0.0123045	0.849753	0.15	-0.012	0.65
0.406	-0.00946594	-0.0122924	0.848201	-0.0110823	-0.0123044	0.84974	0.15	-0.012	0.65
0.407	-0.00942345	-0.0122924	0.848156	-0.0110681	-0.0123042	0.849728	0.15	-0.012	0.65
