0.241	-0.0115908	-0.0122258	0.851869	-0.0115908	-0.0122258	0.851869	0	0	0	0.00119363	-0.000988471	-0.0212882	0.000114918	-1.06225	0.000436544	-1.59622	-0.00353956	0.53183	-0.00231171
0.242	-0.0115906	-0.0122258	0.851868	-0.0115896	-0.0122268	0.851847	-9.79345e-06	9.8865e-06	0.000210164	0.00121331	-0.000988492	-0.021266	0.000115395	-1.06231	0.000438213	-1.59633	-0.00355411	0.531865	-0.002321
0.243	-0.0115899	-0.0122258	0.851868	-0.0115885	-0.0122277	0.851827	-1.40574e-05	1.92023e-05	0.000407701	0.00112725	-0.000931082	-0.0205006	0.000115633	-1.06237	0.000439882	-1.59643	-0.00356817	0.531898	-0.00232983
0.244	-0.0115887	-0.0122258	0.851866	-0.0115874	-0.0122286	0.851807	-1.30734e-05	2.79463e-05	0.000591041	0.00106888	-0.000873563	-0.0195776	0.000115871	-1.06243	0.000441551	-1.59653	-0.00358176	0.53193	-0.00233841
0.245	-0.0115871	-0.0122258	0.851865	-0.0115863	-0.0122294	0.851789	-7.3506e-06	3.58456e-05	0.000760976	0.00106096	-0.000788755	-0.0187333	0.00011611	-1.06248	0.00044322	-1.59663	-0.00359464	0.53196	-0.00234652
0.246	-0.011585	-0.0122258	0.851862	-0.0115854	-0.0122302	0.851771	4.19487e-06	4.42403e-05	0.000918643	0.000944188	-0.00083796	-0.0180023	0.000116348	-1.06254	0.000444651	-1.59672	-0.00360703	0.531989	-0.00235438
0.247	-0.0115824	-0.0122258	0.85186	-0.0115844	-0.012231	0.851753	1.95798e-05	5.20631e-05	0.00106319	0.00102527	-0.00078043	-0.0171859	0.000116587	-1.06259	0.000446081	-1.5968	-0.00361896	0.532017	-0.00236201
0.248	-0.0115794	-0.0122258	0.851856	-0.0115835	-0.0122317	0.851737	4.09494e-05	5.96158e-05	0.00119553	0.000891365	-0.000753081	-0.0164592	0.000116825	-1.06264	0.000447512	-1.59689	-0.00363064	0.532044	-0.0023694
0.249	-0.0115759	-0.0122258	0.851853	-0.0115825	-0.0122324	0.851721	6.61803e-05	6.65966e-05	0.00131609	0.000969331	-0.000695558	-0.015776	0.000117064	-1.06269	0.000448942	-1.59697	-0.00364184	0.53207	-0.00237656
0.25	-0.0115719	-0.0122258	0.851849	-0.0115817	-0.0122332	0.851706	9.74048e-05	7.41015e-05	0.00142448	0.000833603	-0.000747626	-0.0150532	0.000117302	-1.06273	0.000450134	-1.59704	-0.00365257	0.532094	-0.00238323
0.251	-0.0115675	-0.0122258	0.851844	-0.011581	-0.0122339	0.851692	0.000134766	8.10347e-05	0.00152093	0.000683118	-0.000690128	-0.0143515	0.00011754	-1.06277	0.000451326	-1.59712	-0.00366282	0.532117	-0.00238967
0.252	-0.0115626	-0.0122258	0.851839	-0.0115801	-0.0122345	0.851678	0.000174389	8.7396e-05	0.00160644	0.000919571	-0.000632595	-0.0137511	0.000117779	-1.06282	0.000452518	-1.59718	-0.0036726	0.53214	-0.00239587
0.253	-0.0115573	-0.0122258	0.851833	-0.0115792	-0.0122351	0.851665	0.000219278	9.3487e-05	0.00168029	0.000855264	-0.000605237	-0.0130774	0.000118017	-1.06285	0.000453711	-1.59725	-0.00368214	0.532161	-0.00240183
0.254	-0.0115515	-0.0122257	0.851827	-0.0115786	-0.0122356	0.851652	0.000271177	9.90067e-05	0.0017431	0.000615984	-0.000547759	-0.0124642	0.000118256	-1.06289	0.000454903	-1.59731	-0.0036912	0.532181	-0.00240755
0.255	-0.0115452	-0.0122257	0.85182	-0.0115779	-0.0122363	0.851641	0.000326951	0.000105323	0.00179534	0.000689862	-0.000627099	-0.0118998	0.000118494	-1.06293	0.000455856	-1.59737	-0.00370002	0.5322	-0.00241303
0.256	-0.0115385	-0.0122257	0.851813	-0.0115772	-0.0122368	0.851629	0.000387122	0.00011104	0.00183759	0.000710911	-0.000566839	-0.0113907	0.000118494	-1.06296	0.00045681	-1.59743	-0.00370836	0.532219	-0.00241828
0.257	-0.0115313	-0.0122257	0.851805	-0.0115765	-0.0122374	0.851618	0.000452356	0.000116186	0.00186931	0.000665022	-0.000509342	-0.0108279	0.000118494	-1.06299	0.000457764	-1.59749	-0.00371623	0.532236	-0.00242329
0.258	-0.0115237	-0.0122257	0.851797	-0.011576	-0.0122378	0.851608	0.00052353	0.000121061	0.00189003	0.000530891	-0.000482003	-0.0102188	0.000118494	-1.06302	0.000458717	-1.59754	-0.00372386	0.532253	-0.00242805
0.259	-0.0115156	-0.0122257	0.851788	-0.0115755	-0.0122383	0.851598	0.000599408	0.000125365	0.0019011	0.000519944	-0.000424514	-0.0097419	0.000118494	-1.06305	0.000459671	-1.59759	-0.00373101	0.532269	-0.00243258
0.26	-0.011507	-0.0122257	0.851779	-0.0115748	-0.0122388	0.851589	0.000678442	0.000130437	0.0019035	0.000663381	-0.000500996	-0.00936439	0.000118494	-1.06308	0.000460386	-1.59763	-0.00373793	0.532284	-0.00243711
0.261	-0.011498	-0.0122257	0.85177	-0.0115742	-0.0122392	0.85158	0.000762704	0.000135239	0.00189546	0.000599007	-0.000473653	-0.00880858	0.000118494	-1.06311	0.000461102	-1.59768	-0.0037446	0.532299	-0.00244141
0.262	-0.0114885	-0.0122257	0.85176	-0.0115736	-0.0122397	0.851572	0.000851331	0.000139771	0.00187861	0.000620443	-0.000446317	-0.00841604	0.000118494	-1.06313	0.000461817	-1.59772	-0.00375104	0.532313	-0.00244546
0.263	-0.0114785	-0.0122257	0.851749	-0.011573	-0.0122401	0.851564	0.000944137	0.000143731	0.0018529	0.00066025	-0.000388823	-0.00801632	0.000118494	-1.06316	0.000462532	-1.59776	-0.003757	0.532326	-0.00244927
0.264	-0.0114681	-0.0122257	0.851738	-0.0115721	-0.0122404	0.851556	0.00104006	0.000147421	0.00181836	0.000805286	-0.000361471	-0.00762095	0.000118494	-1.06318	0.000463247	-1.5978	-0.00376272	0.532339	-0.00245285
0.265	-0.0114573	-0.0122257	0.851726	-0.0115714	-0.0122408	0.851549	0.00114158	0.000150841	0.00177506	0.000703042	-0.000334148	-0.00723107	0.000118494	-1.0632	0.000463963	-1.59784	-0.00376821	0.532351	-0.00245619
