0.432	1.37453e-311	-nan	7.27798e-310	0.56654	-0.0119994	0.651971	0.124952	-0.0265999	0.698379	0.124952	-0.0265999	0.698379	1	1
0.433	1.37453e-311	-nan	7.27798e-310	0.56654	-0.0119994	0.651971	0.124952	-0.0265999	0.698379	0.124952	-0.0265999	0.698379	1	1
0.434	1.37453e-311	-nan	7.27798e-310	0.566291	-0.0120486	0.651733	0.124952	-0.0265999	0.698379	0.124957	-0.026603	0.698381	1	1
0.435	1.37453e-311	-nan	7.27798e-310	0.566021	-0.0120885	0.651487	0.124952	-0.0265999	0.698379	0.124944	-0.0266043	0.698386	1	1
0.436	1.37453e-311	-nan	7.27798e-310	0.565763	-0.0121271	0.651241	0.124953	-0.0265998	0.698379	0.124945	-0.0266051	0.698388	1	1
0.437	1.37453e-311	-nan	7.27798e-310	0.56549	-0.0121645	0.65099	0.124953	-0.0265997	0.698379	0.124933	-0.0266059	0.698393	1	1
0.438	1.37453e-311	-nan	7.27798e-310	0.565227	-0.0121956	0.650731	0.124953	-0.0265996	0.698379	0.124932	-0.0266051	0.698394	1	1
0.439	1.37453e-311	-nan	7.27798e-310	0.564953	-0.0122286	0.650468	0.124953	-0.0265995	0.698378	0.124923	-0.026605	0.698398	1	1
0.44	1.37453e-311	-nan	7.27798e-310	0.564685	-0.0122549	0.650195	0.124954	-0.0265994	0.698378	0.124922	-0.0266032	0.698399	1	1
0.441	1.37453e-311	-nan	7.27798e-310	0.56441	-0.0122843	0.649917	0.124954	-0.0265992	0.698378	0.124917	-0.0266023	0.6984	1	1
0.442	1.37453e-311	-nan	7.27798e-310	0.56414	-0.0123082	0.649633	0.124955	-0.0265991	0.698378	0.124917	-0.0266001	0.6984	1	1
0.443	1.37453e-311	-nan	7.27798e-310	0.563865	-0.0123354	0.649345	0.124955	-0.0265989	0.698377	0.124915	-0.0265988	0.6984	1	1
0.444	1.37453e-311	-nan	7.27798e-310	0.563593	-0.0123586	0.649053	0.124956	-0.0265987	0.698377	0.124917	-0.0265965	0.698399	1	1
0.445	1.37453e-311	-nan	7.27798e-310	0.563318	-0.0123851	0.648759	0.124956	-0.0265984	0.698376	0.124917	-0.026595	0.698398	1	1
0.446	1.37453e-311	-nan	7.27798e-310	0.563045	-0.012409	0.648462	0.124957	-0.0265982	0.698376	0.124921	-0.0265929	0.698396	1	1
0.447	1.37453e-311	-nan	7.27798e-310	0.56277	-0.0124356	0.648166	0.124958	-0.026598	0.698376	0.124924	-0.0265916	0.698394	1	1
0.448	1.37453e-311	-nan	7.27798e-310	0.562496	-0.0124609	0.647868	0.124959	-0.0265977	0.698375	0.124929	-0.0265899	0.698391	1	1
0.449	1.37453e-311	-nan	7.27798e-310	0.562221	-0.0124883	0.647571	0.124959	-0.0265974	0.698375	0.124934	-0.0265887	0.698389	1	1
0.45	1.37453e-311	-nan	7.27798e-310	0.561947	-0.012515	0.647273	0.12496	-0.0265971	0.698374	0.12494	-0.0265874	0.698386	1	1
0.451	1.37453e-311	-nan	7.27798e-310	0.561672	-0.0125434	0.646975	0.124961	-0.0265968	0.698373	0.124947	-0.0265865	0.698382	1	1
0.452	1.37453e-311	-nan	7.27798e-310	0.561398	-0.0125714	0.646677	0.124962	-0.0265964	0.698373	0.124955	-0.0265856	0.698379	1	1
