0.233	0.566544	-0.0119995	0.651958	0.566544	-0.0119995	0.651958	0	0	0	0	0	0	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.234	0.566544	-0.0119993	0.651958	0.566544	-0.0119994	0.651958	-9.68754e-08	1.0579e-07	-8.38007e-10	-7.75055e-12	7.15184e-07	-5.23482e-07	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.235	0.566544	-0.0119988	0.651958	0.566567	-0.0119986	0.651886	-2.26668e-05	-1.97218e-07	7.19683e-05	-2.38459e-06	-0.000138283	-3.52319e-06	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.236	0.566543	-0.0119982	0.651959	0.566575	-0.0119984	0.651858	-3.19174e-05	1.5455e-07	0.000100289	-2.62316e-06	-0.000193597	-5.42359e-06	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.237	0.566543	-0.0119974	0.651959	0.566579	-0.011998	0.651847	-3.61564e-05	5.79635e-07	0.000112269	-2.86151e-06	-0.000216485	-7.41543e-06	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.238	0.566542	-0.0119964	0.651959	0.56658	-0.0119976	0.651841	-3.84463e-05	1.19694e-06	0.000118161	-3.33805e-06	-0.00022793	-9.02109e-06	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.239	0.56654	-0.0119952	0.651959	0.56658	-0.011997	0.651838	-3.99769e-05	1.79581e-06	0.000121433	-3.33736e-06	-0.00023413	-1.04786e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.24	0.566539	-0.0119938	0.65196	0.56658	-0.0119961	0.651836	-4.12566e-05	2.32971e-06	0.000124008	-3.33663e-06	-0.000239137	-1.25022e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.241	0.566537	-0.0119922	0.65196	0.56658	-0.0119951	0.651834	-4.25396e-05	2.96104e-06	0.000126242	-3.09705e-06	-0.000243192	-1.41377e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.242	0.566536	-0.0119904	0.65196	0.566579	-0.011994	0.651832	-4.37182e-05	3.64616e-06	0.000128167	-3.09577e-06	-0.000246769	-1.58611e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.243	0.566533	-0.0119884	0.65196	0.566578	-0.0119925	0.65183	-4.49048e-05	4.14224e-06	0.000130099	-3.09395e-06	-0.000250108	-1.74333e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.244	0.566531	-0.0119862	0.651961	0.566577	-0.011991	0.651829	-4.60634e-05	4.82404e-06	0.000131973	-3.33047e-06	-0.000253448	-1.90919e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.245	0.566529	-0.0119838	0.651961	0.566576	-0.0119893	0.651827	-4.71758e-05	5.46484e-06	0.000133923	-3.32824e-06	-0.000257264	-2.08365e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.246	0.566526	-0.0119813	0.651961	0.566574	-0.0119873	0.651825	-4.82789e-05	6.04561e-06	0.000135788	-3.32572e-06	-0.000260842	-2.26662e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.247	0.566523	-0.0119785	0.651961	0.566573	-0.0119851	0.651824	-4.94105e-05	6.58512e-06	0.000137518	-3.08442e-06	-0.000263705	-2.45804e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.248	0.56652	-0.0119756	0.651962	0.566571	-0.0119829	0.651822	-5.04649e-05	7.32125e-06	0.000139354	-3.08097e-06	-0.000267284	-2.56247e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.249	0.566517	-0.0119724	0.651962	0.566568	-0.0119803	0.651821	-5.15183e-05	7.83725e-06	0.000141107	-3.31582e-06	-0.000270624	-2.74671e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.25	0.566513	-0.0119691	0.651962	0.566566	-0.0119774	0.651819	-5.2547e-05	8.2898e-06	0.000143031	-3.55029e-06	-0.000274441	-2.96304e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.251	0.56651	-0.0119656	0.651962	0.566563	-0.0119744	0.651818	-5.34638e-05	8.85747e-06	0.000144523	-3.30749e-06	-0.000277543	-3.13986e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.252	0.566506	-0.0119619	0.651963	0.56656	-0.0119713	0.651817	-5.44039e-05	9.46436e-06	0.000146119	-3.54093e-06	-0.000280407	-3.27707e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.253	0.566501	-0.011958	0.651963	0.566557	-0.0119679	0.651815	-5.53417e-05	9.88847e-06	0.000147512	-3.53581e-06	-0.000282794	-3.49385e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.254	0.566497	-0.0119539	0.651963	0.566553	-0.0119643	0.651814	-5.61494e-05	1.03894e-05	0.000148733	-3.53001e-06	-0.000285181	-3.6709e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.255	0.566493	-0.0119496	0.651963	0.56655	-0.0119604	0.651814	-5.69488e-05	1.08263e-05	0.000149754	-3.52395e-06	-0.000287092	-3.87968e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.256	0.566488	-0.0119451	0.651964	0.566545	-0.0119566	0.651813	-5.76374e-05	1.1472e-05	0.000150695	-3.51729e-06	-0.000289002	-4.04859e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.257	0.566483	-0.0119404	0.651964	0.566541	-0.0119522	0.651812	-5.83203e-05	1.17672e-05	0.000151439	-3.74864e-06	-0.000290436	-4.27292e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.258	0.566478	-0.0119355	0.651964	0.566537	-0.0119477	0.651812	-5.8911e-05	1.21765e-05	0.000152073	-3.50241e-06	-0.000291632	-4.45726e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.259	0.566472	-0.0119305	0.651964	0.566532	-0.0119434	0.651812	-5.94835e-05	1.29076e-05	0.000152395	-3.49432e-06	-0.000292113	-4.60152e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.26	0.566467	-0.0119252	0.651965	0.566527	-0.0119385	0.651812	-5.99372e-05	1.32877e-05	0.000152663	-3.72392e-06	-0.000292832	-4.80098e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.261	0.566461	-0.0119198	0.651965	0.566521	-0.0119333	0.651812	-6.03816e-05	1.34898e-05	0.000152728	-3.71455e-06	-0.000293074	-5.03177e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.262	0.566455	-0.0119142	0.651965	0.566516	-0.0119282	0.651812	-6.07517e-05	1.40321e-05	0.00015255	-3.70475e-06	-0.000292602	-5.22227e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.263	0.566449	-0.0119083	0.651965	0.56651	-0.0119227	0.651813	-6.1015e-05	1.43611e-05	0.000152179	-3.93261e-06	-0.000291891	-5.42009e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.264	0.566442	-0.0119023	0.651965	0.566504	-0.011917	0.651814	-6.12692e-05	1.46627e-05	0.000151719	-3.68308e-06	-0.000290941	-5.64903e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.265	0.566436	-0.0118961	0.651966	0.566497	-0.0119112	0.651815	-6.14889e-05	1.50369e-05	0.000151082	-3.43291e-06	-0.000289754	-5.86131e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.266	0.566429	-0.0118897	0.651966	0.56649	-0.0119051	0.651816	-6.16393e-05	1.53296e-05	0.000150205	-3.42053e-06	-0.000287851	-6.0807e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.267	0.566422	-0.0118832	0.651966	0.566484	-0.011899	0.651817	-6.17345e-05	1.58297e-05	0.000149406	-3.40741e-06	-0.000286426	-6.25946e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.268	0.566415	-0.0118764	0.651966	0.566476	-0.0118925	0.651818	-6.18192e-05	1.61319e-05	0.000148408	-3.39356e-06	-0.000284524	-6.46904e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.269	0.566407	-0.0118694	0.651967	0.566469	-0.0118859	0.651819	-6.18667e-05	1.65091e-05	0.00014735	-3.37887e-06	-0.000282621	-6.63784e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
0.27	0.566399	-0.0118623	0.651967	0.566461	-0.0118791	0.651821	-6.19127e-05	1.68117e-05	0.000146207	-3.36381e-06	-0.000280481	-6.90885e-05	0	0	0	2.52962e-321	4.54235e-312	4.54107e-312
